sender,amount,category,timestamp,device,location,label,receiver
user_186,345.88,mobile_recharge,2025-08-28 08:28:53.871901,device_28,IN,0,user_93
user_82,133.53,luxury,2025-08-27 21:00:53.871909,device_23,CA,0,user_200
user_158,283.5,luxury,2025-08-27 20:42:53.871917,device_32,UK,0,user_87
user_47,442.41,electronics,2025-08-28 08:22:53.871924,device_13,NY,0,user_147
user_31,16.87,mobile_recharge,2025-08-28 14:15:53.871933,device_48,CA,0,user_128
user_158,499.5,travel,2025-08-28 16:43:53.871940,device_22,TX,0,user_9
user_144,403.99,electronics,2025-08-28 17:53:53.871948,device_41,CA,0,user_161
user_177,144.41,groceries,2025-08-28 07:46:53.871956,device_20,IN,0,user_138
user_141,165.34,groceries,2025-08-28 14:23:53.871964,device_44,TX,0,user_119
user_88,201.04,luxury,2025-08-27 21:15:53.871972,device_2,CA,0,user_184
user_50,168.6,gambling,2025-08-27 19:19:53.871980,device_31,UK,0,user_80
user_10,324.6,travel,2025-08-28 12:58:53.871988,device_41,UK,0,user_102
user_138,448.48,travel,2025-08-28 04:09:53.871996,device_48,NY,0,user_166
user_134,153.18,mobile_recharge,2025-08-27 19:08:53.872005,device_21,IN,0,user_113
user_138,14.27,luxury,2025-08-27 18:53:53.872012,device_22,TX,0,user_128
user_17,484.96,gambling,2025-08-28 17:13:53.872020,device_22,UK,0,user_20
user_161,269.47,electronics,2025-08-27 22:47:53.872028,device_39,UK,0,user_200
user_48,299.62,gambling,2025-08-28 07:32:53.872035,device_46,NY,0,user_34
user_70,209.87,travel,2025-08-28 10:10:53.872043,device_24,UK,0,user_81
user_78,111.99,gambling,2025-08-28 12:18:53.872051,device_8,TX,0,user_119
user_10,390.01,groceries,2025-08-28 03:08:53.872059,device_33,NY,0,user_192
user_124,452.95,electronics,2025-08-28 11:47:53.872066,device_22,UK,0,user_7
user_188,437.57,gambling,2025-08-28 07:06:53.872074,device_10,NY,0,user_37
user_133,339.98,electronics,2025-08-28 11:16:53.872081,device_47,NY,0,user_99
user_118,196.86,luxury,2025-08-28 14:19:53.872089,device_1,TX,0,user_148
user_12,345.09,luxury,2025-08-28 15:18:53.872097,device_22,UK,0,user_51
user_12,56.04,mobile_recharge,2025-08-28 07:37:53.872104,device_2,IN,0,user_174
user_195,159.51,electronics,2025-08-28 07:19:53.872112,device_13,CA,0,user_157
user_74,141.94,gambling,2025-08-28 03:13:53.872119,device_43,NY,0,user_178
user_70,78.91,gambling,2025-08-28 14:22:53.872127,device_1,IN,0,user_33
user_144,259.46,electronics,2025-08-27 23:45:53.872135,device_23,IN,0,user_131
user_82,139.17,mobile_recharge,2025-08-28 08:36:53.872142,device_37,CA,0,user_31
user_44,40.27,luxury,2025-08-28 06:43:53.872149,device_35,UK,0,user_58
user_13,69.39,travel,2025-08-27 19:13:53.872157,device_4,NY,0,user_38
user_99,31.63,travel,2025-08-28 04:54:53.872164,device_12,SG,0,user_122
user_153,446.18,mobile_recharge,2025-08-27 18:43:53.872172,device_45,UK,0,user_150
user_158,181.03,gambling,2025-08-28 11:31:53.872179,device_46,SG,0,user_67
user_137,43.88,travel,2025-08-27 22:54:53.872187,device_9,NY,0,user_51
user_179,236.8,travel,2025-08-28 07:41:53.872194,device_44,SG,0,user_13
user_182,384.41,travel,2025-08-28 10:22:53.872202,device_15,CA,0,user_96
user_158,132.74,gambling,2025-08-28 04:54:53.872209,device_12,SG,0,user_22
user_171,168.51,gambling,2025-08-28 02:48:53.872217,device_32,NY,0,user_163
user_17,240.29,gambling,2025-08-28 01:56:53.872224,device_30,CA,0,user_54
user_73,385.13,luxury,2025-08-27 22:40:53.872232,device_9,IN,0,user_161
user_27,205.81,mobile_recharge,2025-08-28 14:37:53.872239,device_21,IN,0,user_110
user_167,40.11,gambling,2025-08-28 00:05:53.872247,device_30,UK,0,user_64
user_152,209.65,luxury,2025-08-28 09:57:53.872254,device_36,CA,0,user_3
user_124,194.99,gambling,2025-08-28 11:10:53.872262,device_45,IN,0,user_14
user_111,393.24,travel,2025-08-27 22:55:53.872269,device_22,IN,0,user_126
user_178,121.9,mobile_recharge,2025-08-27 19:25:53.872277,device_5,SG,0,user_65
user_183,289.22,travel,2025-08-28 14:22:53.872285,device_38,IN,0,user_156
user_119,166.06,groceries,2025-08-28 03:05:53.872292,device_12,TX,0,user_83
user_104,39.46,groceries,2025-08-27 18:53:53.872300,device_39,UK,0,user_5
user_84,249.68,mobile_recharge,2025-08-28 16:11:53.872308,device_6,CA,0,user_162
user_36,444.19,mobile_recharge,2025-08-28 18:16:53.872316,device_49,CA,0,user_8
user_170,78.86,luxury,2025-08-28 08:20:53.872324,device_25,IN,0,user_162
user_148,226.34,electronics,2025-08-27 19:01:53.872332,device_21,TX,0,user_81
user_146,398.2,mobile_recharge,2025-08-28 07:53:53.872339,device_28,SG,0,user_32
user_89,495.19,luxury,2025-08-28 18:00:53.872347,device_40,IN,0,user_55
user_104,424.58,gambling,2025-08-28 16:09:53.872354,device_24,IN,0,user_114
user_14,5.42,luxury,2025-08-28 06:01:53.872362,device_8,TX,0,user_47
user_8,121.44,mobile_recharge,2025-08-27 22:08:53.872370,device_26,SG,0,user_112
user_82,357.33,travel,2025-08-28 05:15:53.872378,device_28,IN,0,user_116
user_55,332.93,travel,2025-08-28 13:32:53.872385,device_13,IN,0,user_40
user_99,422.45,gambling,2025-08-28 04:02:53.872393,device_10,TX,0,user_150
user_172,67.15,groceries,2025-08-28 15:50:53.872401,device_42,NY,0,user_87
user_37,362.06,travel,2025-08-27 19:49:53.872408,device_28,CA,0,user_21
user_22,72.92,travel,2025-08-28 02:43:53.872416,device_45,IN,0,user_133
user_109,313.51,travel,2025-08-28 00:53:53.872424,device_28,IN,0,user_175
user_116,195.43,electronics,2025-08-28 11:56:53.872431,device_28,IN,0,user_78
user_2,291.08,mobile_recharge,2025-08-28 10:12:53.872439,device_46,IN,0,user_118
user_69,208.36,luxury,2025-08-27 22:36:53.872446,device_24,NY,0,user_86
user_10,286.23,mobile_recharge,2025-08-28 05:42:53.872455,device_8,IN,0,user_161
user_124,481.06,groceries,2025-08-28 13:26:53.872462,device_47,SG,0,user_164
user_135,491.87,gambling,2025-08-28 02:24:53.872470,device_34,NY,0,user_25
user_134,445.51,groceries,2025-08-28 09:54:53.872477,device_31,SG,0,user_142
user_190,333.55,mobile_recharge,2025-08-28 15:37:53.872485,device_44,SG,0,user_75
user_139,400.06,gambling,2025-08-27 21:21:53.872492,device_4,TX,0,user_74
user_137,390.37,travel,2025-08-28 02:47:53.872500,device_33,UK,0,user_136
user_147,368.24,travel,2025-08-28 06:14:53.872507,device_19,TX,0,user_199
user_43,22.49,luxury,2025-08-28 07:54:53.872515,new_device,Russia,1,user_103
user_67,35.4,travel,2025-08-27 22:32:53.872522,device_11,IN,0,user_110
user_14,329.88,gambling,2025-08-27 20:58:53.872530,device_2,TX,0,user_4
user_125,45.84,luxury,2025-08-28 15:39:53.872538,device_18,TX,0,user_10
user_34,309.82,gambling,2025-08-28 09:30:53.872547,device_1,SG,0,user_16
user_29,303.89,luxury,2025-08-28 13:07:53.872554,device_43,UK,0,user_5
user_95,404.88,gambling,2025-08-27 18:21:53.872562,device_16,UK,0,user_139
user_47,400.69,groceries,2025-08-28 06:34:53.872569,device_6,CA,0,user_178
user_153,467.3,electronics,2025-08-28 01:21:53.872577,device_49,UK,0,user_84
user_198,194.67,mobile_recharge,2025-08-28 03:15:53.872585,device_47,SG,0,user_144
user_43,109.37,mobile_recharge,2025-08-28 06:30:53.872592,device_4,SG,0,user_56
user_68,378.96,groceries,2025-08-28 16:29:53.872600,device_11,UK,0,user_170
user_103,240.73,travel,2025-08-28 00:06:53.872607,device_15,UK,0,user_34
user_175,354.28,travel,2025-08-28 09:19:53.872615,device_10,IN,0,user_32
user_112,10.87,travel,2025-08-28 05:14:53.872624,device_44,TX,0,user_119
user_136,343.02,groceries,2025-08-28 14:57:53.872632,device_35,SG,0,user_74
user_91,478.31,travel,2025-08-27 21:26:53.872640,device_42,TX,0,user_57
user_86,138.81,groceries,2025-08-28 09:34:53.872647,device_42,IN,0,user_104
user_101,233.25,mobile_recharge,2025-08-28 10:01:53.872655,device_47,SG,0,user_5
user_151,386.4,luxury,2025-08-28 06:45:53.872663,device_44,SG,0,user_42
user_47,160.07,groceries,2025-08-27 19:19:53.872670,device_1,NY,0,user_98
user_4,208.57,luxury,2025-08-28 14:44:53.872678,device_44,UK,0,user_68
user_90,113.61,gambling,2025-08-28 09:41:53.872686,device_13,NY,0,user_75
user_7,311.6,groceries,2025-08-27 22:00:53.872693,device_43,CA,0,user_188
user_154,320.85,mobile_recharge,2025-08-28 14:11:53.872700,device_6,IN,0,user_91
user_34,191.1,mobile_recharge,2025-08-27 22:57:53.872708,device_12,NY,0,user_94
user_179,96.21,gambling,2025-08-28 02:20:53.872716,device_43,NY,0,user_187
user_164,229.45,gambling,2025-08-28 03:42:53.872724,device_45,SG,0,user_44
user_198,386.21,gambling,2025-08-28 12:45:53.872731,device_50,NY,0,user_116
user_71,389.67,travel,2025-08-28 05:01:53.872739,device_22,NY,0,user_8
user_67,478.02,gambling,2025-08-28 12:12:53.872747,device_29,NY,0,user_39
user_126,489.81,electronics,2025-08-27 21:27:53.872754,device_26,CA,0,user_22
user_166,248.57,electronics,2025-08-27 23:49:53.872762,device_50,UK,0,user_162
user_56,308.91,groceries,2025-08-28 03:12:53.872769,device_46,TX,0,user_59
user_27,22.26,groceries,2025-08-27 22:46:53.872777,device_47,TX,0,user_184
user_199,225.71,travel,2025-08-28 13:12:53.872785,device_42,SG,0,user_48
user_1,466.78,mobile_recharge,2025-08-28 04:57:53.872792,device_18,CA,0,user_75
user_180,168.27,travel,2025-08-27 22:40:53.872800,device_1,IN,0,user_166
user_182,470.26,travel,2025-08-28 01:57:53.872808,device_28,UK,0,user_200
user_187,391.56,groceries,2025-08-27 23:50:53.872815,device_15,NY,0,user_26
user_99,477.31,travel,2025-08-28 14:08:53.872823,device_37,IN,0,user_81
user_92,170.05,gambling,2025-08-28 04:36:53.872831,device_4,SG,0,user_88
user_166,49.88,luxury,2025-08-28 06:40:53.872838,device_6,UK,0,user_51
user_195,384.42,mobile_recharge,2025-08-28 11:21:53.872846,device_12,IN,0,user_141
user_11,483.92,mobile_recharge,2025-08-28 11:45:53.872854,device_20,SG,0,user_197
user_100,448.75,mobile_recharge,2025-08-27 18:46:53.872861,device_23,UK,0,user_39
user_22,443.18,travel,2025-08-28 11:48:53.872869,device_9,NY,0,user_13
user_50,17.56,luxury,2025-08-28 10:08:53.872876,device_32,UK,0,user_129
user_17,397.41,mobile_recharge,2025-08-28 07:46:53.872884,device_32,IN,0,user_114
user_116,483.45,groceries,2025-08-28 17:01:53.872892,device_22,NY,0,user_147
user_87,394.95,groceries,2025-08-28 04:26:53.872899,device_8,CA,0,user_194
user_168,335.32,travel,2025-08-27 19:08:53.872907,device_35,CA,0,user_175
user_190,291.78,groceries,2025-08-28 17:01:53.872915,device_48,CA,0,user_48
user_126,328.65,travel,2025-08-27 21:10:53.872922,device_3,CA,0,user_114
user_180,326.15,groceries,2025-08-28 12:24:53.872930,device_41,NY,0,user_75
user_79,411.27,groceries,2025-08-28 02:42:53.872938,device_40,CA,0,user_27
user_152,36.66,groceries,2025-08-28 14:23:53.872946,device_32,IN,0,user_182
user_158,114.18,electronics,2025-08-28 03:44:53.872953,device_22,SG,0,user_20
user_174,203.99,groceries,2025-08-27 18:55:53.872961,device_37,IN,0,user_109
user_36,164.19,electronics,2025-08-28 16:43:53.872969,device_38,CA,0,user_82
user_86,36.29,gambling,2025-08-28 13:27:53.872976,device_49,UK,0,user_179
user_44,349.67,luxury,2025-08-28 12:39:53.872984,device_29,CA,0,user_131
user_149,25.15,groceries,2025-08-27 20:42:53.872992,device_40,UK,0,user_198
user_200,83.09,travel,2025-08-28 15:31:53.872999,device_1,NY,0,user_3
user_46,463.44,mobile_recharge,2025-08-27 20:02:53.873007,device_38,TX,0,user_63
user_107,348.28,travel,2025-08-27 18:39:53.873014,device_9,CA,0,user_175
user_37,321.71,luxury,2025-08-28 02:54:53.873022,device_27,CA,0,user_84
user_45,307.22,groceries,2025-08-27 21:55:53.873030,device_12,SG,0,user_33
user_128,307.96,groceries,2025-08-27 20:52:53.873037,device_20,TX,0,user_71
user_108,7.26,electronics,2025-08-28 11:43:53.873045,device_8,IN,0,user_36
user_25,311.37,luxury,2025-08-28 00:57:53.873053,device_15,UK,0,user_31
user_198,315.1,electronics,2025-08-28 08:50:53.873061,device_4,CA,0,user_45
user_29,399.32,mobile_recharge,2025-08-28 02:05:53.873068,device_32,CA,0,user_124
user_41,336.72,groceries,2025-08-28 16:26:53.873076,device_42,TX,0,user_132
user_73,108.75,gambling,2025-08-28 06:52:53.873083,device_40,UK,0,user_11
user_12,56.69,groceries,2025-08-27 23:56:53.873091,device_12,CA,0,user_182
user_8,245.11,groceries,2025-08-28 15:51:53.873099,device_16,SG,0,user_198
user_114,298.39,gambling,2025-08-28 03:58:53.873107,device_13,SG,0,user_187
user_174,449.69,electronics,2025-08-28 14:31:53.873114,device_21,CA,0,user_70
user_26,122.37,travel,2025-08-28 11:27:53.873122,device_25,CA,0,user_88
user_19,238.14,travel,2025-08-28 16:25:53.873129,device_28,CA,0,user_79
user_56,464.3,travel,2025-08-28 12:12:53.873137,device_25,TX,0,user_36
user_35,231.58,electronics,2025-08-27 20:42:53.873145,device_23,TX,0,user_164
user_52,171.27,groceries,2025-08-27 18:39:53.873153,device_37,NY,0,user_142
user_72,72.57,travel,2025-08-28 02:37:53.873160,device_27,CA,0,user_127
user_195,175.07,gambling,2025-08-27 21:40:53.873168,device_11,SG,0,user_114
user_157,453.26,luxury,2025-08-27 23:24:53.873176,device_15,NY,0,user_16
user_106,429.2,travel,2025-08-28 10:53:53.873183,device_38,UK,0,user_169
user_119,143.19,mobile_recharge,2025-08-28 03:40:53.873191,device_48,CA,0,user_176
user_64,167.01,luxury,2025-08-28 10:41:53.873198,device_38,CA,0,user_89
user_147,449.63,travel,2025-08-28 16:46:53.873206,device_3,UK,0,user_84
user_188,385.46,groceries,2025-08-28 03:45:53.873214,device_34,UK,0,user_194
user_123,405.81,mobile_recharge,2025-08-28 14:56:53.873221,device_29,UK,0,user_1
user_62,46.13,groceries,2025-08-27 18:37:53.873229,device_47,UK,0,user_128
user_56,70.69,gambling,2025-08-28 10:07:53.873236,device_42,NY,0,user_147
user_5,242.49,gambling,2025-08-28 12:45:53.873244,device_46,UK,0,user_19
user_147,374.91,groceries,2025-08-28 02:45:53.873251,device_30,CA,0,user_26
user_181,205.65,gambling,2025-08-27 20:53:53.873259,device_30,SG,0,user_36
user_163,5.68,mobile_recharge,2025-08-28 15:52:53.873267,device_25,SG,0,user_102
user_86,267.81,gambling,2025-08-28 03:44:53.873275,device_49,TX,0,user_83
user_179,473.32,luxury,2025-08-27 22:38:53.873282,device_14,SG,0,user_21
user_21,312.13,gambling,2025-08-28 16:24:53.873290,device_33,SG,0,user_145
user_94,444.55,groceries,2025-08-28 05:12:53.873298,device_24,UK,0,user_78
user_159,25.23,gambling,2025-08-28 12:18:53.873305,device_42,IN,0,user_49
user_181,38.17,mobile_recharge,2025-08-28 11:17:53.873312,device_9,TX,0,user_33
user_62,272.12,mobile_recharge,2025-08-28 01:57:53.873320,device_48,IN,0,user_58
user_180,108.85,mobile_recharge,2025-08-28 10:35:53.873328,device_21,TX,0,user_22
user_69,254.27,travel,2025-08-28 08:49:53.873336,device_4,NY,0,user_131
user_96,175.89,travel,2025-08-28 01:10:53.873343,device_34,NY,0,user_189
user_121,356.36,mobile_recharge,2025-08-28 00:05:53.873351,device_19,UK,0,user_25
user_159,187.23,mobile_recharge,2025-08-27 18:37:53.873358,device_5,CA,0,user_29
user_118,48.22,travel,2025-08-28 12:10:53.873366,device_19,NY,0,user_120
user_28,86.56,groceries,2025-08-27 18:29:53.873374,device_10,UK,0,user_47
user_39,438.12,luxury,2025-08-27 20:52:53.873382,device_2,TX,0,user_26
user_107,484.94,luxury,2025-08-28 13:46:53.873389,device_31,TX,0,user_11
user_108,224.71,mobile_recharge,2025-08-28 17:33:53.873397,device_19,CA,0,user_61
user_17,15.91,electronics,2025-08-28 00:32:53.873405,device_42,TX,0,user_107
user_106,291.46,mobile_recharge,2025-08-27 20:13:53.873413,device_21,UK,0,user_13
user_152,334.6,luxury,2025-08-27 23:33:53.873420,device_29,UK,0,user_74
user_78,285.79,gambling,2025-08-28 12:25:53.873428,device_17,CA,0,user_155
user_124,189.09,gambling,2025-08-28 16:40:53.873435,device_10,TX,0,user_19
user_73,230.68,electronics,2025-08-27 21:10:53.873443,device_11,SG,0,user_74
user_138,146.2,electronics,2025-08-27 18:38:53.873451,device_43,CA,0,user_4
user_42,122.76,groceries,2025-08-28 07:28:53.873458,device_37,CA,0,user_65
user_113,133.9,electronics,2025-08-28 11:16:53.873467,device_36,SG,0,user_13
user_9,334.45,gambling,2025-08-28 13:14:53.873474,device_24,UK,0,user_144
user_139,487.86,luxury,2025-08-28 07:59:53.873482,device_8,NY,0,user_77
user_104,465.88,electronics,2025-08-28 02:38:53.873490,device_21,CA,0,user_24
user_2,485.22,luxury,2025-08-28 00:57:53.873497,device_22,SG,0,user_12
user_181,151.3,gambling,2025-08-27 22:42:53.873505,device_43,CA,0,user_183
user_145,365.63,travel,2025-08-28 06:43:53.873513,device_45,NY,0,user_5
user_188,242.1,groceries,2025-08-28 13:31:53.873521,device_44,IN,0,user_157
user_30,157.5,travel,2025-08-27 21:12:53.873528,device_15,UK,0,user_97
user_92,50.78,groceries,2025-08-27 21:31:53.873536,device_42,CA,0,user_164
user_150,265.58,gambling,2025-08-28 11:36:53.873543,device_2,NY,0,user_84
user_138,425.48,mobile_recharge,2025-08-27 19:21:53.873550,device_6,IN,0,user_117
user_101,101.25,gambling,2025-08-27 21:41:53.873558,device_39,IN,0,user_148
user_15,454.68,gambling,2025-08-28 04:42:53.873566,device_10,SG,0,user_141
user_110,187.97,gambling,2025-08-28 17:52:53.873573,device_19,TX,0,user_92
user_90,157.5,travel,2025-08-27 23:08:53.873581,device_6,CA,0,user_47
user_187,444.46,mobile_recharge,2025-08-28 04:05:53.873590,device_29,TX,0,user_171
user_42,403.81,travel,2025-08-28 04:08:53.873597,device_9,IN,0,user_39
user_154,47.61,electronics,2025-08-28 07:55:53.873605,device_31,IN,0,user_119
user_86,37.73,luxury,2025-08-28 05:27:53.873613,device_6,NY,0,user_177
user_105,321.21,gambling,2025-08-28 04:08:53.873621,device_12,IN,0,user_29
user_119,356.57,electronics,2025-08-28 11:28:53.873629,device_12,UK,0,user_113
user_75,279.16,groceries,2025-08-28 07:58:53.873637,device_38,TX,0,user_79
user_127,281.84,travel,2025-08-28 10:37:53.873646,device_2,NY,0,user_139
user_40,135.03,mobile_recharge,2025-08-27 20:33:53.873654,device_31,NY,0,user_177
user_168,334.63,gambling,2025-08-28 04:02:53.873662,device_12,UK,0,user_112
user_177,324.17,groceries,2025-08-28 14:12:53.873670,device_49,TX,0,user_180
user_127,497.19,groceries,2025-08-27 21:50:53.873678,device_48,TX,0,user_135
user_149,242.84,travel,2025-08-28 09:28:53.873686,device_41,SG,0,user_68
user_122,487.26,groceries,2025-08-28 05:32:53.873694,device_33,SG,0,user_35
user_148,13.68,gambling,2025-08-28 12:43:53.873702,device_38,NY,0,user_105
user_38,163.24,mobile_recharge,2025-08-28 13:39:53.873710,device_23,CA,0,user_77
user_14,139.97,travel,2025-08-27 20:33:53.873717,device_23,NY,0,user_105
user_75,149.37,mobile_recharge,2025-08-28 15:39:53.873725,device_33,CA,0,user_88
user_197,315.87,groceries,2025-08-27 21:50:53.873734,device_49,CA,0,user_50
user_140,164.69,gambling,2025-08-27 18:54:53.873742,device_20,TX,0,user_189
user_176,350.49,gambling,2025-08-28 15:00:53.873750,device_35,IN,0,user_165
user_91,412.54,groceries,2025-08-28 13:36:53.873758,new_device,Russia,1,user_152
user_96,390.51,travel,2025-08-28 06:40:53.873767,device_11,NY,0,user_153
user_56,81.5,electronics,2025-08-28 11:51:53.873775,device_36,IN,0,user_91
user_177,416.55,luxury,2025-08-28 00:07:53.873785,device_46,IN,0,user_147
user_180,379.37,groceries,2025-08-28 04:02:53.873793,device_30,NY,0,user_36
user_30,410.33,groceries,2025-08-28 01:54:53.873802,device_23,TX,0,user_80
user_177,184.47,travel,2025-08-27 21:53:53.873810,device_34,TX,0,user_63
user_45,356.4,groceries,2025-08-28 14:14:53.873819,device_15,CA,0,user_96
user_178,75.47,electronics,2025-08-28 07:47:53.873827,device_9,CA,0,user_51
user_34,490.65,travel,2025-08-27 18:42:53.873835,device_49,NY,0,user_187
user_20,14.31,travel,2025-08-28 03:33:53.873843,device_3,CA,0,user_135
user_28,21.23,mobile_recharge,2025-08-28 00:45:53.873851,device_38,NY,0,user_170
user_121,63.87,gambling,2025-08-28 16:48:53.873859,device_5,TX,0,user_66
user_171,10.08,groceries,2025-08-28 14:03:53.873867,device_39,CA,0,user_107
user_151,451.08,electronics,2025-08-27 19:23:53.873875,device_23,NY,0,user_198
user_24,77.05,mobile_recharge,2025-08-28 08:48:53.873883,device_38,TX,0,user_169
user_91,84.48,luxury,2025-08-27 21:21:53.873891,device_16,IN,0,user_194
user_146,38.83,luxury,2025-08-28 17:48:53.873899,device_34,CA,0,user_62
user_184,99.82,gambling,2025-08-28 12:25:53.873907,device_49,IN,0,user_56
user_2,486.92,groceries,2025-08-28 10:58:53.873915,device_33,SG,0,user_7
user_122,186.4,luxury,2025-08-28 11:57:53.873923,device_29,SG,0,user_68
user_28,94.52,gambling,2025-08-28 05:19:53.873931,device_28,CA,0,user_151
user_132,117.64,groceries,2025-08-28 07:33:53.873939,device_8,UK,0,user_16
user_29,262.27,travel,2025-08-28 05:57:53.873947,device_46,TX,0,user_108
user_143,362.46,groceries,2025-08-28 07:05:53.873960,device_32,NY,0,user_192
user_99,145.39,luxury,2025-08-28 07:38:53.873968,device_44,UK,0,user_27
user_58,279.19,gambling,2025-08-28 03:40:53.873976,device_13,NY,0,user_157
user_122,469.85,gambling,2025-08-28 12:09:53.873984,device_1,SG,0,user_79
user_126,337.69,travel,2025-08-28 03:19:53.874000,device_34,SG,0,user_146
user_174,47.08,electronics,2025-08-28 04:48:53.874008,device_26,SG,0,user_163
user_152,488.9,mobile_recharge,2025-08-28 12:31:53.874016,device_5,TX,0,user_100
user_51,172.62,luxury,2025-08-28 04:29:53.874025,device_8,CA,0,user_65
user_109,363.97,gambling,2025-08-27 22:25:53.874034,device_38,TX,0,user_67
user_194,395.8,mobile_recharge,2025-08-28 04:37:53.874042,device_23,UK,0,user_157
user_171,303.57,travel,2025-08-28 01:44:53.874050,device_33,TX,0,user_161
user_38,385.16,groceries,2025-08-28 14:06:53.874058,device_17,UK,0,user_193
user_128,119.26,electronics,2025-08-28 17:16:53.874066,device_7,SG,0,user_14
user_14,416.0,travel,2025-08-27 19:08:53.874075,device_2,CA,0,user_194
user_98,304.27,gambling,2025-08-28 13:04:53.874082,device_20,IN,0,user_18
user_160,52.69,groceries,2025-08-27 19:43:53.874090,device_49,IN,0,user_46
user_197,248.63,travel,2025-08-28 11:23:53.874098,device_19,SG,0,user_45
user_128,247.67,gambling,2025-08-27 23:46:53.874107,device_22,IN,0,user_194
user_140,13.75,groceries,2025-08-28 03:35:53.874115,device_8,UK,0,user_130
user_116,160.71,travel,2025-08-28 03:10:53.874123,device_30,NY,0,user_175
user_9,92.55,mobile_recharge,2025-08-28 07:56:53.874131,device_46,CA,0,user_190
user_126,218.19,gambling,2025-08-28 05:00:53.874139,device_32,NY,0,user_122
user_146,339.14,mobile_recharge,2025-08-27 23:22:53.874147,device_44,IN,0,user_4
user_147,237.56,luxury,2025-08-28 12:56:53.874155,device_33,NY,0,user_107
user_101,135.38,luxury,2025-08-28 05:23:53.874163,device_40,SG,0,user_114
user_91,384.4,gambling,2025-08-28 07:20:53.874171,device_4,NY,0,user_39
user_152,27.33,gambling,2025-08-28 06:22:53.874179,device_48,IN,0,user_163
user_7,383.77,mobile_recharge,2025-08-28 06:38:53.874187,device_25,NY,0,user_44
user_110,175.85,gambling,2025-08-28 04:13:53.874196,device_23,NY,0,user_146
user_170,125.89,electronics,2025-08-27 20:09:53.874275,device_20,IN,0,user_151
user_22,455.64,groceries,2025-08-28 07:52:53.874284,device_8,TX,0,user_47
user_44,14.76,gambling,2025-08-28 17:00:53.874292,device_30,SG,0,user_148
user_109,286.18,travel,2025-08-28 09:10:53.874301,device_2,SG,0,user_61
user_121,296.05,gambling,2025-08-28 05:23:53.874309,device_37,UK,0,user_3
user_83,288.41,travel,2025-08-28 14:52:53.874317,device_45,SG,0,user_152
user_53,171.3,luxury,2025-08-27 19:30:53.874325,device_22,CA,0,user_166
user_158,153.26,travel,2025-08-28 11:23:53.874333,device_32,SG,0,user_89
user_20,420.99,luxury,2025-08-28 10:58:53.874342,device_19,TX,0,user_107
user_13,152.17,luxury,2025-08-28 04:33:53.874350,device_15,IN,0,user_193
user_191,479.18,mobile_recharge,2025-08-27 22:32:53.874358,device_7,IN,0,user_29
user_87,140.32,luxury,2025-08-28 00:09:53.874366,device_31,UK,0,user_179
user_54,176.92,groceries,2025-08-27 20:02:53.874374,device_20,IN,0,user_32
user_77,219.29,luxury,2025-08-28 07:35:53.874382,device_13,UK,0,user_42
user_103,129.38,luxury,2025-08-28 02:48:53.874390,device_43,IN,0,user_133
user_47,441.04,mobile_recharge,2025-08-27 18:16:53.874399,device_34,CA,0,user_116
user_148,252.11,mobile_recharge,2025-08-28 02:19:53.874407,device_18,SG,0,user_78
user_137,405.42,travel,2025-08-27 22:57:53.874415,device_47,SG,0,user_107
user_16,263.52,gambling,2025-08-28 02:29:53.874423,device_10,CA,0,user_152
user_39,374.48,gambling,2025-08-28 03:25:53.874431,device_27,TX,0,user_110
user_17,318.79,travel,2025-08-28 09:10:53.874439,device_19,SG,0,user_27
user_42,131.94,luxury,2025-08-28 10:13:53.874448,device_26,CA,0,user_89
user_30,79.23,groceries,2025-08-28 09:54:53.874456,device_20,UK,0,user_29
user_125,282.11,travel,2025-08-28 03:52:53.874464,device_42,NY,0,user_85
user_52,83.88,electronics,2025-08-28 17:17:53.874472,device_17,TX,0,user_37
user_169,277.6,mobile_recharge,2025-08-28 16:50:53.874481,device_47,UK,0,user_195
user_6,32.39,groceries,2025-08-28 07:34:53.874489,device_39,TX,0,user_138
user_17,450.78,travel,2025-08-28 05:52:53.874497,device_43,SG,0,user_177
user_24,201.46,mobile_recharge,2025-08-28 13:29:53.874505,device_16,NY,0,user_135
user_147,368.57,groceries,2025-08-28 00:28:53.874513,device_43,IN,0,user_50
user_199,466.12,gambling,2025-08-28 01:20:53.874521,device_6,CA,0,user_130
user_154,65.53,gambling,2025-08-28 07:02:53.874530,device_38,SG,0,user_71
user_100,403.89,mobile_recharge,2025-08-28 10:13:53.874538,device_28,CA,0,user_131
user_37,57.87,electronics,2025-08-28 08:54:53.874546,device_29,UK,0,user_115
user_66,432.14,groceries,2025-08-28 01:32:53.874554,device_35,TX,0,user_141
user_180,474.61,gambling,2025-08-27 23:39:53.874562,device_28,UK,0,user_49
user_175,126.94,gambling,2025-08-28 13:20:53.874570,device_24,UK,0,user_154
user_184,187.03,gambling,2025-08-28 17:33:53.874578,device_42,IN,0,user_30
user_9,421.53,mobile_recharge,2025-08-28 16:25:53.874587,device_45,SG,0,user_7
user_62,130.23,travel,2025-08-28 07:43:53.874595,device_41,SG,0,user_199
user_93,452.06,mobile_recharge,2025-08-28 14:07:53.874603,device_35,CA,0,user_69
user_114,197.29,travel,2025-08-28 09:33:53.874611,device_20,NY,0,user_5
