user,amount,category,timestamp,device,location,suspicious
user_101,138.42,gambling,2025-08-29 01:46:55.980291,device_30,UK,0
user_20,407.7,travel,2025-08-29 01:45:55.980299,device_37,UK,0
user_78,26.82,travel,2025-08-29 06:41:55.980306,device_36,SG,0
user_151,323.33,travel,2025-08-29 12:24:55.980314,device_7,NY,0
user_50,222.35,gambling,2025-08-28 22:57:55.980322,device_45,CA,0
user_41,20.15,electronics,2025-08-29 11:57:55.980329,device_22,SG,0
user_153,88.72,travel,2025-08-28 15:15:55.980337,device_12,SG,0
user_96,299.07,electronics,2025-08-28 22:35:55.980345,device_16,CA,0
user_147,259.57,groceries,2025-08-28 14:00:55.980353,device_28,NY,0
user_113,346.31,luxury,2025-08-28 18:47:55.980361,device_15,TX,0
user_119,305.85,luxury,2025-08-28 21:09:55.980369,device_40,CA,0
user_85,89.99,gambling,2025-08-29 07:40:55.980377,device_44,UK,0
user_188,41.61,electronics,2025-08-28 18:27:55.980385,device_20,CA,0
user_169,107.6,travel,2025-08-29 13:16:55.980393,device_12,UK,0
user_8,176.21,luxury,2025-08-29 13:31:55.980401,device_50,UK,0
user_189,110.45,gambling,2025-08-28 22:10:55.980409,device_7,UK,0
user_97,38.07,electronics,2025-08-29 06:32:55.980418,device_6,TX,0
user_3,263.39,travel,2025-08-28 21:29:55.980426,device_21,SG,0
user_10,392.12,mobile_recharge,2025-08-28 14:28:55.980435,device_41,CA,0
user_94,127.16,groceries,2025-08-28 22:21:55.980442,device_24,CA,0
user_120,457.32,groceries,2025-08-29 02:24:55.980450,device_8,CA,0
user_176,115.8,electronics,2025-08-29 13:40:55.980458,device_40,TX,0
user_87,324.13,travel,2025-08-29 08:50:55.980466,device_29,UK,0
user_41,81.92,luxury,2025-08-28 18:15:55.980474,device_33,NY,0
user_157,471.78,groceries,2025-08-29 05:58:55.980483,device_28,TX,0
user_164,494.8,travel,2025-08-29 00:52:55.980491,device_44,SG,0
user_157,172.06,travel,2025-08-29 13:37:55.980499,device_1,CA,0
user_149,9.4,luxury,2025-08-29 03:33:55.980507,device_45,UK,0
user_183,407.74,gambling,2025-08-29 13:04:55.980515,device_49,IN,0
user_146,27.9,groceries,2025-08-29 07:09:55.980523,device_24,IN,0
user_108,344.79,electronics,2025-08-29 10:05:55.980531,device_3,UK,0
user_110,214.83,mobile_recharge,2025-08-29 10:08:55.980539,device_30,IN,0
user_102,315.15,groceries,2025-08-29 02:41:55.980546,device_37,TX,0
user_132,228.01,groceries,2025-08-29 07:34:55.980554,device_19,SG,0
user_66,374.11,mobile_recharge,2025-08-28 15:09:55.980562,device_18,UK,0
user_180,24.39,electronics,2025-08-29 04:50:55.980570,device_39,TX,0
user_178,215.26,gambling,2025-08-29 08:38:55.980577,device_3,TX,0
user_105,409.9,groceries,2025-08-29 01:13:55.980586,device_16,CA,0
user_43,276.61,gambling,2025-08-29 10:49:55.980594,device_21,TX,0
user_88,41.07,travel,2025-08-29 04:51:55.980602,device_37,SG,0
user_69,336.52,gambling,2025-08-28 20:14:55.980610,device_17,UK,0
user_135,208.17,mobile_recharge,2025-08-29 03:10:55.980617,device_38,NY,0
user_66,208.41,gambling,2025-08-29 09:57:55.980625,device_28,UK,0
user_103,300.8,mobile_recharge,2025-08-28 20:06:55.980633,device_39,CA,0
user_198,154.02,electronics,2025-08-29 03:24:55.980641,device_34,CA,0
user_123,281.39,luxury,2025-08-28 23:08:55.980649,device_28,NY,0
user_121,340.25,electronics,2025-08-28 16:42:55.980656,device_30,SG,0
user_198,316.39,groceries,2025-08-29 06:16:55.980665,device_3,CA,0
user_111,11.91,travel,2025-08-28 17:07:55.980673,device_24,IN,0
user_106,488.69,groceries,2025-08-28 23:33:55.980682,device_16,IN,0
user_69,138.9,mobile_recharge,2025-08-28 23:44:55.980690,device_44,TX,0
user_104,321.25,travel,2025-08-29 02:48:55.980697,device_41,SG,0
user_33,44.87,gambling,2025-08-29 06:46:55.980706,device_40,TX,0
user_82,83.48,gambling,2025-08-28 15:53:55.980714,device_47,TX,0
user_83,231.01,groceries,2025-08-29 07:23:55.980722,device_33,TX,0
user_16,89.83,travel,2025-08-28 22:54:55.980730,device_32,IN,0
user_135,447.19,groceries,2025-08-29 05:30:55.980737,device_45,NY,0
user_83,251.83,groceries,2025-08-29 07:14:55.980745,device_37,CA,0
user_198,60.95,gambling,2025-08-28 23:23:55.980753,device_27,CA,0
user_96,134.18,mobile_recharge,2025-08-29 12:44:55.980761,device_6,IN,0
user_132,163.41,groceries,2025-08-28 19:34:55.980769,device_1,TX,0
user_166,149.35,groceries,2025-08-28 21:27:55.980777,device_40,SG,0
user_144,173.07,gambling,2025-08-29 07:49:55.980785,device_47,NY,0
user_20,163.55,gambling,2025-08-28 14:34:55.980792,device_28,UK,0
user_93,98.64,luxury,2025-08-29 05:17:55.980800,device_30,NY,0
user_2,445.29,travel,2025-08-28 16:10:55.980808,device_49,IN,0
user_88,203.3,mobile_recharge,2025-08-29 12:09:55.980816,device_38,CA,0
user_190,294.7,travel,2025-08-29 07:45:55.980824,device_7,TX,0
user_63,286.73,luxury,2025-08-29 11:54:55.980832,device_12,IN,0
user_172,99.82,mobile_recharge,2025-08-29 10:23:55.980840,device_10,IN,0
user_28,83.41,mobile_recharge,2025-08-28 23:48:55.980847,device_39,TX,0
user_187,142.76,luxury,2025-08-29 05:42:55.980855,device_20,IN,0
user_63,432.28,gambling,2025-08-29 12:38:55.980863,device_30,CA,0
user_165,87.78,electronics,2025-08-29 08:20:55.980871,device_25,NY,0
user_147,299.24,luxury,2025-08-28 19:06:55.980881,device_42,NY,0
user_92,489.31,gambling,2025-08-28 16:57:55.980889,device_1,SG,0
user_48,391.61,mobile_recharge,2025-08-29 13:18:55.980897,device_2,UK,0
user_12,390.24,mobile_recharge,2025-08-29 12:37:55.980905,device_9,TX,0
user_35,168.43,gambling,2025-08-28 22:15:55.980913,device_49,TX,0
user_125,215.03,travel,2025-08-29 04:36:55.980920,device_17,UK,0
user_46,217.79,luxury,2025-08-29 13:22:55.980929,device_29,SG,0
user_11,394.07,groceries,2025-08-28 23:36:55.980937,device_16,CA,0
user_104,284.68,electronics,2025-08-29 05:02:55.980944,device_28,NY,0
user_29,397.76,gambling,2025-08-29 10:18:55.980952,device_9,CA,0
user_30,158.58,luxury,2025-08-28 16:32:55.980961,device_20,NY,0
user_112,97.61,gambling,2025-08-29 09:22:55.980968,device_27,SG,0
user_19,107.31,luxury,2025-08-29 03:19:55.980977,device_41,UK,0
user_136,359.7,luxury,2025-08-28 21:16:55.980985,device_33,NY,0
user_51,137.08,travel,2025-08-28 16:45:55.980993,device_29,SG,0
user_52,9.53,electronics,2025-08-28 17:15:55.981002,device_32,UK,0
user_46,66.58,mobile_recharge,2025-08-28 13:50:55.981010,device_9,SG,0
user_128,182.18,electronics,2025-08-28 22:02:55.981018,device_1,TX,0
user_165,88.18,electronics,2025-08-28 20:40:55.981025,device_44,CA,0
user_169,497.91,travel,2025-08-29 03:56:55.981033,device_37,IN,0
user_195,332.6,gambling,2025-08-29 03:59:55.981041,device_35,UK,0
user_172,244.97,gambling,2025-08-28 22:56:55.981049,device_3,NY,0
user_36,215.78,electronics,2025-08-28 21:48:55.981057,device_12,SG,0
user_164,216.34,gambling,2025-08-29 09:37:55.981065,device_20,NY,0
user_155,189.38,gambling,2025-08-29 00:25:55.981073,device_18,TX,0
user_2,109.22,groceries,2025-08-28 19:50:55.981081,device_31,TX,0
user_76,260.96,gambling,2025-08-29 03:11:55.981089,device_28,UK,0
user_12,318.62,groceries,2025-08-28 17:40:55.981096,device_2,SG,0
user_192,414.45,luxury,2025-08-29 08:20:55.981104,device_10,IN,0
user_23,65.61,luxury,2025-08-28 17:48:55.981112,device_44,NY,0
user_180,199.92,luxury,2025-08-28 13:48:55.981120,device_40,UK,0
user_64,121.8,groceries,2025-08-28 15:38:55.981128,device_43,CA,0
user_17,177.39,gambling,2025-08-28 20:40:55.981136,device_40,CA,0
user_74,431.72,groceries,2025-08-28 21:59:55.981144,device_11,IN,0
user_90,301.71,gambling,2025-08-29 01:53:55.981152,device_36,TX,0
user_177,275.15,gambling,2025-08-28 16:28:55.981159,device_39,IN,0
user_26,43.52,electronics,2025-08-29 08:40:55.981167,device_44,SG,0
user_158,17.57,groceries,2025-08-28 13:49:55.981175,device_45,IN,0
user_169,298.49,gambling,2025-08-28 17:44:55.981184,device_1,TX,0
user_37,189.09,luxury,2025-08-28 15:28:55.981192,device_1,UK,0
user_74,461.25,electronics,2025-08-28 23:54:55.981199,device_29,SG,0
user_3,447.4,travel,2025-08-28 14:40:55.981208,device_10,IN,0
user_149,236.96,mobile_recharge,2025-08-28 17:49:55.981216,device_34,UK,0
user_57,312.29,gambling,2025-08-29 10:09:55.981223,device_14,TX,0
user_75,179.41,groceries,2025-08-29 13:13:55.981231,device_16,SG,0
user_63,280.72,electronics,2025-08-28 16:48:55.981239,device_10,NY,0
user_196,209.84,mobile_recharge,2025-08-28 17:47:55.981247,device_7,NY,0
user_83,185.0,travel,2025-08-28 14:28:55.981255,device_8,IN,0
user_12,335.27,mobile_recharge,2025-08-29 01:03:55.981262,device_30,UK,0
user_33,415.19,mobile_recharge,2025-08-29 04:21:55.981270,device_45,NY,0
user_99,73.69,groceries,2025-08-29 09:13:55.981278,device_8,NY,0
user_172,491.27,travel,2025-08-29 11:10:55.981286,device_8,NY,0
user_69,145.95,luxury,2025-08-28 22:50:55.981295,device_36,UK,0
user_88,135.72,travel,2025-08-29 06:17:55.981302,device_4,IN,0
user_130,298.01,electronics,2025-08-29 13:31:55.981310,device_30,SG,0
user_66,121.57,gambling,2025-08-29 01:46:55.981318,device_6,SG,0
user_155,124.61,mobile_recharge,2025-08-28 20:26:55.981327,device_20,SG,0
user_153,47.82,luxury,2025-08-29 03:09:55.981335,device_1,IN,0
user_54,295.53,groceries,2025-08-29 05:14:55.981344,device_48,CA,0
user_185,143.62,travel,2025-08-28 19:54:55.981352,device_5,CA,0
user_98,247.09,mobile_recharge,2025-08-29 00:36:55.981360,device_10,CA,0
user_118,386.03,electronics,2025-08-28 18:14:55.981369,device_49,SG,0
user_145,495.56,electronics,2025-08-29 00:49:55.981378,device_23,TX,0
user_18,127.51,electronics,2025-08-28 21:40:55.981386,device_23,IN,0
user_197,269.1,luxury,2025-08-28 19:52:55.981394,device_46,CA,0
user_48,210.33,mobile_recharge,2025-08-28 17:40:55.981403,device_26,SG,0
user_41,256.48,travel,2025-08-28 21:27:55.981411,device_20,SG,0
user_16,118.92,travel,2025-08-29 02:34:55.981420,device_31,NY,0
user_40,417.99,travel,2025-08-29 09:50:55.981428,device_23,IN,0
user_109,271.7,mobile_recharge,2025-08-29 00:31:55.981437,device_10,UK,0
user_144,88.39,luxury,2025-08-29 06:14:55.981446,device_11,UK,0
user_70,202.71,mobile_recharge,2025-08-29 09:13:55.981458,device_21,SG,0
user_90,393.31,mobile_recharge,2025-08-29 05:27:55.981467,device_2,SG,0
user_23,62.14,electronics,2025-08-29 12:26:55.981476,device_26,TX,0
user_34,449.32,electronics,2025-08-29 05:35:55.981485,device_46,TX,0
user_164,268.15,electronics,2025-08-28 19:19:55.981493,device_32,IN,0
user_58,105.52,travel,2025-08-28 17:46:55.981502,device_22,TX,0
user_191,499.05,luxury,2025-08-29 12:41:55.981522,device_20,CA,0
user_10,119.76,groceries,2025-08-29 03:13:55.981579,device_22,NY,0
user_94,247.53,mobile_recharge,2025-08-29 03:40:55.981597,device_17,UK,0
user_74,274.84,luxury,2025-08-29 11:16:55.981608,device_2,SG,0
user_111,236.19,groceries,2025-08-28 16:00:55.981618,device_49,TX,0
user_160,137.48,travel,2025-08-28 18:29:55.981627,device_11,CA,0
user_147,226.97,gambling,2025-08-28 17:34:55.981636,device_12,CA,0
user_64,208.02,gambling,2025-08-28 22:15:55.981645,device_30,TX,0
user_142,114.64,gambling,2025-08-28 14:01:55.981654,device_2,IN,0
user_42,119.27,luxury,2025-08-28 22:37:55.981663,device_19,SG,0
user_88,55.61,travel,2025-08-29 02:34:55.981672,device_17,TX,0
user_68,82.76,gambling,2025-08-29 04:12:55.981680,device_38,SG,0
user_52,70.79,mobile_recharge,2025-08-28 15:28:55.981689,device_11,NY,0
user_18,52.54,travel,2025-08-29 07:27:55.981700,device_40,TX,0
user_185,469.48,mobile_recharge,2025-08-28 22:53:55.981708,device_2,CA,0
user_51,295.69,gambling,2025-08-29 01:31:55.981717,device_3,IN,0
user_143,97.82,electronics,2025-08-28 22:32:55.981725,device_6,NY,0
user_107,80.48,electronics,2025-08-29 08:18:55.981734,device_42,NY,0
user_1,67.87,groceries,2025-08-29 06:17:55.981743,device_46,CA,0
user_79,280.04,travel,2025-08-29 04:00:55.981751,device_44,IN,0
user_200,314.03,luxury,2025-08-29 09:15:55.981760,device_48,CA,0
user_37,151.93,groceries,2025-08-29 00:02:55.981768,device_7,SG,0
user_25,498.14,luxury,2025-08-29 07:39:55.981776,device_19,TX,0
user_20,345.71,gambling,2025-08-28 23:07:55.981785,device_42,UK,0
user_25,165.81,groceries,2025-08-28 18:51:55.981793,device_34,SG,0
user_194,100.69,gambling,2025-08-29 12:46:55.981804,device_28,IN,0
user_77,400.57,mobile_recharge,2025-08-29 02:41:55.981814,device_17,TX,0
user_109,280.01,groceries,2025-08-29 04:34:55.981823,device_45,CA,0
user_152,289.77,mobile_recharge,2025-08-28 23:18:55.981832,device_41,IN,0
user_193,82.62,electronics,2025-08-28 15:33:55.981841,device_39,TX,0
user_161,189.73,luxury,2025-08-29 07:00:55.981849,device_22,IN,0
user_107,388.55,luxury,2025-08-29 08:06:55.981858,device_44,CA,0
user_58,182.87,electronics,2025-08-28 22:37:55.981867,device_42,NY,0
user_89,119.88,electronics,2025-08-29 00:57:55.981876,device_5,UK,0
user_24,355.98,electronics,2025-08-29 04:54:55.981885,device_7,IN,0
user_44,102.78,luxury,2025-08-29 08:46:55.981893,device_15,TX,0
user_107,197.54,electronics,2025-08-28 17:40:55.981902,device_22,UK,0
user_186,379.85,mobile_recharge,2025-08-29 13:46:55.981910,device_15,CA,0
user_126,460.4,gambling,2025-08-29 10:53:55.981920,device_7,NY,0
user_169,391.21,travel,2025-08-29 08:26:55.981929,device_19,UK,0
user_32,147.33,luxury,2025-08-28 13:51:55.981937,device_24,CA,0
user_73,374.16,electronics,2025-08-29 07:15:55.981946,device_18,SG,0
user_72,424.01,electronics,2025-08-28 17:59:55.981955,device_27,IN,0
user_38,434.49,mobile_recharge,2025-08-29 07:10:55.981963,device_21,NY,0
user_195,309.58,mobile_recharge,2025-08-28 19:53:55.981976,device_40,IN,0
user_76,147.17,luxury,2025-08-28 20:46:55.981984,device_48,TX,0
user_98,16.48,luxury,2025-08-28 22:07:55.981992,device_43,CA,0
user_177,264.49,groceries,2025-08-28 21:30:55.982001,device_19,UK,0
user_149,329.02,mobile_recharge,2025-08-29 02:12:55.982009,device_8,IN,0
user_8,199.53,travel,2025-08-28 19:21:55.982018,device_11,CA,0
user_64,174.72,groceries,2025-08-29 13:01:55.982026,device_28,CA,0
user_154,139.36,travel,2025-08-28 18:23:55.982035,device_18,NY,0
user_193,442.64,groceries,2025-08-28 17:18:55.982047,device_12,IN,0
user_17,82.93,groceries,2025-08-29 01:03:55.982055,device_33,CA,0
user_174,304.65,travel,2025-08-29 04:50:55.982065,device_46,CA,0
user_58,242.47,mobile_recharge,2025-08-28 23:38:55.982074,device_50,IN,0
user_159,317.45,luxury,2025-08-29 01:57:55.982083,device_46,IN,0
user_15,156.5,groceries,2025-08-28 15:47:55.982092,device_21,TX,0
user_59,350.41,luxury,2025-08-29 10:01:55.982101,device_6,SG,0
user_38,89.46,mobile_recharge,2025-08-29 09:00:55.982109,device_39,IN,0
user_77,439.69,travel,2025-08-28 14:26:55.982120,device_30,NY,0
user_157,342.27,gambling,2025-08-29 12:54:55.982129,device_33,SG,0
user_3,401.55,electronics,2025-08-29 05:15:55.982138,device_26,UK,0
user_191,80.27,groceries,2025-08-28 14:42:55.982146,device_28,SG,0
user_167,426.01,gambling,2025-08-29 03:19:55.982154,device_16,SG,0
user_178,367.42,mobile_recharge,2025-08-29 00:59:55.982164,device_32,TX,0
user_198,85.86,luxury,2025-08-29 05:51:55.982172,device_38,TX,0
user_91,398.68,electronics,2025-08-28 17:52:55.982180,device_21,IN,0
user_9,305.38,luxury,2025-08-28 15:08:55.982188,device_17,SG,0
user_117,211.91,travel,2025-08-28 16:18:55.982196,device_1,CA,0
user_181,432.91,travel,2025-08-29 11:35:55.982203,device_22,SG,0
user_117,162.52,gambling,2025-08-28 14:38:55.982211,device_48,SG,0
user_132,249.5,mobile_recharge,2025-08-28 21:12:55.982221,device_36,SG,0
user_75,492.17,electronics,2025-08-28 15:47:55.982229,device_42,NY,0
user_11,419.45,groceries,2025-08-28 18:43:55.982237,device_12,UK,0
user_50,468.34,luxury,2025-08-29 05:53:55.982246,device_9,TX,0
user_131,313.63,gambling,2025-08-28 23:45:55.982253,device_46,IN,0
user_82,86.89,luxury,2025-08-28 23:41:55.982261,device_5,UK,0
user_163,164.38,gambling,2025-08-29 09:23:55.982269,device_27,TX,0
user_49,457.8,mobile_recharge,2025-08-29 09:33:55.982277,device_18,NY,0
user_127,140.13,luxury,2025-08-29 00:43:55.982285,device_38,CA,0
user_123,176.33,gambling,2025-08-28 18:02:55.982294,device_7,NY,0
user_45,57.66,electronics,2025-08-28 18:26:55.982303,device_6,UK,0
user_114,261.32,mobile_recharge,2025-08-29 00:45:55.982312,device_39,IN,0
user_183,142.06,gambling,2025-08-29 10:42:55.982320,device_27,NY,0
user_51,464.92,gambling,2025-08-29 08:58:55.982329,device_35,SG,0
user_67,347.59,luxury,2025-08-28 16:50:55.982337,device_15,CA,0
user_30,78.19,electronics,2025-08-28 22:26:55.982346,device_26,NY,0
user_134,485.25,gambling,2025-08-29 05:02:55.982355,device_23,TX,0
user_170,36.84,travel,2025-08-29 05:48:55.982364,device_20,SG,0
user_9,110.09,groceries,2025-08-29 06:33:55.982373,device_46,UK,0
user_148,208.98,luxury,2025-08-28 20:27:55.982383,device_18,TX,0
user_175,169.94,travel,2025-08-29 05:10:55.982392,device_2,UK,0
user_69,314.28,luxury,2025-08-28 17:11:55.982400,device_38,IN,0
user_78,159.16,electronics,2025-08-29 05:31:55.982409,device_8,TX,0
user_34,425.04,gambling,2025-08-29 09:24:55.982417,device_2,TX,0
user_194,212.49,travel,2025-08-28 18:08:55.982426,device_27,IN,0
user_54,225.84,mobile_recharge,2025-08-29 08:43:55.982434,device_49,IN,0
user_162,76.35,luxury,2025-08-28 19:05:55.982443,device_3,NY,0
user_63,488.34,luxury,2025-08-29 11:10:55.982452,device_34,IN,0
user_80,304.04,mobile_recharge,2025-08-28 19:24:55.982460,device_38,UK,0
user_43,65.75,luxury,2025-08-29 01:22:55.982469,device_34,IN,0
user_157,34.88,groceries,2025-08-28 21:10:55.982477,device_1,CA,0
user_147,107.59,travel,2025-08-29 00:55:55.982486,device_1,CA,0
user_154,297.82,gambling,2025-08-28 19:31:55.982494,device_19,TX,0
user_195,16.02,groceries,2025-08-29 05:45:55.982503,device_8,IN,0
user_71,305.53,electronics,2025-08-28 22:37:55.982512,device_30,SG,0
user_162,7.55,luxury,2025-08-29 04:44:55.982520,device_16,SG,0
user_127,75.21,mobile_recharge,2025-08-29 12:12:55.982529,device_20,SG,0
user_179,295.44,travel,2025-08-29 03:41:55.982537,device_2,IN,0
user_108,410.11,travel,2025-08-29 05:01:55.982546,device_33,IN,0
user_90,336.7,gambling,2025-08-28 13:48:55.982555,device_9,TX,0
user_191,360.32,groceries,2025-08-28 20:36:55.982564,device_31,TX,0
user_38,272.5,mobile_recharge,2025-08-29 01:37:55.982574,device_41,TX,0
user_16,178.06,mobile_recharge,2025-08-28 22:52:55.982583,device_40,NY,0
user_88,324.74,travel,2025-08-29 05:17:55.982590,device_14,TX,0
user_77,431.36,travel,2025-08-29 10:30:55.982598,device_46,UK,0
user_39,208.69,luxury,2025-08-28 19:47:55.982607,device_5,IN,0
user_196,203.31,mobile_recharge,2025-08-28 15:01:55.982614,device_46,IN,0
user_32,324.98,luxury,2025-08-29 03:02:55.982622,device_40,SG,0
user_81,213.58,electronics,2025-08-28 17:10:55.982631,device_48,NY,0
user_140,38.06,electronics,2025-08-29 02:44:55.982639,device_44,NY,0
user_41,499.28,gambling,2025-08-29 11:49:55.982647,device_36,IN,0
user_54,460.93,groceries,2025-08-28 20:59:55.982658,device_30,CA,0
user_56,280.86,gambling,2025-08-29 10:55:55.982666,device_40,UK,0
user_121,465.53,gambling,2025-08-29 09:05:55.982674,device_19,UK,0
user_112,54.2,travel,2025-08-28 17:15:55.982682,device_7,SG,0
user_174,463.78,gambling,2025-08-29 03:37:55.982690,device_11,TX,0
user_174,332.15,groceries,2025-08-28 18:25:55.982697,device_8,IN,0
user_51,421.09,gambling,2025-08-28 18:22:55.982705,device_8,SG,0
user_29,453.74,mobile_recharge,2025-08-29 07:02:55.982714,device_24,TX,0
user_180,83.93,travel,2025-08-28 15:21:55.982722,device_49,UK,0
user_106,172.89,electronics,2025-08-28 16:39:55.982730,device_2,TX,0
user_82,17.96,mobile_recharge,2025-08-29 11:15:55.982738,device_39,CA,0
user_14,90.62,mobile_recharge,2025-08-28 14:24:55.982747,device_1,IN,0
user_141,195.92,electronics,2025-08-29 06:55:55.982755,device_27,TX,0
user_115,176.37,gambling,2025-08-28 16:15:55.982763,device_35,SG,0
user_43,424.26,gambling,2025-08-29 11:44:55.982771,device_33,TX,0
user_116,348.97,travel,2025-08-28 15:48:55.982779,device_20,IN,0
user_186,328.68,groceries,2025-08-29 05:38:55.982787,device_49,CA,0
user_106,191.0,mobile_recharge,2025-08-28 20:18:55.982795,device_28,IN,0
user_129,135.65,gambling,2025-08-29 10:09:55.982803,device_13,TX,0
user_120,490.89,travel,2025-08-28 15:36:55.982811,device_16,UK,0
user_19,239.29,groceries,2025-08-28 16:15:55.982819,device_12,SG,0
user_181,300.68,gambling,2025-08-29 08:55:55.982827,device_42,TX,0
user_85,79.86,electronics,2025-08-29 12:57:55.982835,device_7,TX,0
user_184,464.69,luxury,2025-08-28 19:35:55.982843,device_3,UK,0
user_182,19.34,travel,2025-08-29 08:06:55.982851,device_2,TX,0
user_26,91.17,electronics,2025-08-29 09:16:55.982858,device_40,NY,0
user_92,118.9,travel,2025-08-29 09:17:55.982867,device_7,IN,0
user_50,268.54,gambling,2025-08-28 16:16:55.982880,device_5,TX,0
user_121,56.66,luxury,2025-08-29 06:36:55.982888,device_35,IN,0
user_183,376.76,luxury,2025-08-28 18:12:55.982897,device_30,CA,0
user_164,79.4,groceries,2025-08-29 11:56:55.982906,device_27,NY,0
user_94,241.56,electronics,2025-08-28 20:09:55.982914,device_41,UK,0
user_27,87.02,groceries,2025-08-29 07:41:55.982923,device_33,UK,0
user_142,396.23,luxury,2025-08-29 06:29:55.982931,device_30,CA,0
user_180,103.21,electronics,2025-08-29 04:48:55.982939,device_48,UK,0
user_26,389.37,mobile_recharge,2025-08-28 18:59:55.982947,device_3,SG,0
user_48,495.5,travel,2025-08-29 13:32:55.982956,device_26,TX,0
user_32,225.37,luxury,2025-08-28 19:31:55.982964,device_36,IN,0
user_186,381.39,travel,2025-08-28 22:48:55.982972,device_42,TX,0
user_135,285.73,mobile_recharge,2025-08-29 11:36:55.982980,device_19,SG,0
user_51,497.63,luxury,2025-08-29 05:09:55.982988,device_7,UK,0
user_194,136.27,mobile_recharge,2025-08-29 02:10:55.982997,device_36,UK,0
user_162,350.35,electronics,2025-08-28 16:21:55.983005,device_22,CA,0
user_123,303.07,travel,2025-08-28 23:29:55.983013,device_24,UK,0
user_1,247.61,mobile_recharge,2025-08-28 17:25:55.983021,device_41,NY,0
user_123,150.8,groceries,2025-08-28 22:38:55.983029,device_27,TX,0
user_153,464.29,travel,2025-08-28 23:30:55.983037,device_17,TX,0
user_39,394.6,groceries,2025-08-28 17:21:55.983045,device_11,TX,0
user_155,363.95,electronics,2025-08-29 06:48:55.983053,device_35,SG,0
user_136,408.7,mobile_recharge,2025-08-29 09:44:55.983065,device_17,IN,0
user_125,267.14,travel,2025-08-28 23:28:55.983073,device_1,SG,0
user_174,24.39,luxury,2025-08-29 03:38:55.983081,device_39,CA,0
user_119,496.25,electronics,2025-08-28 23:17:55.983089,device_13,NY,0
user_25,326.23,mobile_recharge,2025-08-29 09:12:55.983097,device_32,CA,0
user_31,366.79,electronics,2025-08-29 01:31:55.983106,device_30,IN,0
user_161,372.16,mobile_recharge,2025-08-28 20:45:55.983114,device_39,TX,0
user_11,149.91,mobile_recharge,2025-08-28 21:05:55.983122,device_4,IN,0
user_84,307.7,groceries,2025-08-29 05:22:55.983129,device_38,UK,0
user_29,178.22,mobile_recharge,2025-08-29 11:02:55.983137,device_43,UK,0
user_18,464.12,travel,2025-08-28 20:40:55.983145,device_35,IN,0
user_15,30.99,mobile_recharge,2025-08-29 12:46:55.983153,device_21,TX,0
user_12,161.2,luxury,2025-08-29 07:10:55.983162,device_44,UK,0
user_80,286.19,luxury,2025-08-28 15:30:55.983170,device_23,IN,0
user_18,145.45,luxury,2025-08-28 15:33:55.983178,device_10,IN,0
user_106,362.3,gambling,2025-08-29 01:17:55.983187,device_15,NY,0
user_21,358.03,mobile_recharge,2025-08-29 02:27:55.983195,device_19,NY,0
user_156,304.5,gambling,2025-08-29 03:03:55.983204,device_26,CA,0
user_154,81.96,travel,2025-08-28 15:08:55.983212,device_30,CA,0
user_50,93.88,gambling,2025-08-29 12:19:55.983220,device_24,UK,0
user_94,122.67,electronics,2025-08-29 00:55:55.983228,device_42,TX,0
user_106,367.06,travel,2025-08-29 10:13:55.983236,device_9,SG,0
user_152,154.23,gambling,2025-08-28 18:19:55.983244,device_19,SG,0
user_166,459.83,mobile_recharge,2025-08-29 04:18:55.983253,device_37,SG,0
user_178,54.38,groceries,2025-08-28 23:01:55.983260,device_18,IN,0
user_62,36.41,electronics,2025-08-29 01:19:55.983268,device_20,CA,0
user_169,297.8,groceries,2025-08-29 03:58:55.983276,device_27,UK,0
user_12,395.25,travel,2025-08-29 04:19:55.983285,device_39,CA,0
user_130,450.74,mobile_recharge,2025-08-29 09:15:55.983293,device_24,UK,0
user_83,430.58,electronics,2025-08-28 16:50:55.983301,device_23,UK,0
user_119,92.4,luxury,2025-08-29 03:17:55.983310,device_23,SG,0
user_34,97.84,gambling,2025-08-29 12:06:55.983318,device_22,CA,0
user_48,8.97,electronics,2025-08-29 04:39:55.983327,device_43,SG,0
user_195,46.69,groceries,2025-08-29 11:20:55.983335,device_21,UK,0
user_57,439.57,luxury,2025-08-29 06:09:55.983344,device_4,IN,0
user_133,370.76,groceries,2025-08-29 02:26:55.983352,device_48,CA,0
user_29,67.22,travel,2025-08-29 00:14:55.983362,device_28,NY,0
user_56,54.83,electronics,2025-08-29 05:52:55.983370,device_35,UK,0
user_151,5944.08,electronics,2025-08-29 13:13:56.019958,device_31,TX,1
user_98,66.07,gambling,2025-08-29 05:29:55.983387,device_2,SG,0
user_19,365.31,electronics,2025-08-29 05:03:55.983395,device_7,UK,0
user_156,359.82,gambling,2025-08-29 00:44:55.983403,device_32,IN,0
user_98,99.73,gambling,2025-08-28 22:58:55.983412,device_32,IN,0
user_79,169.75,electronics,2025-08-29 06:06:55.983420,device_19,NY,0
user_71,457.97,gambling,2025-08-28 19:06:55.983430,device_30,CA,0
user_41,53.09,travel,2025-08-29 03:42:55.983438,device_22,NY,0
user_26,397.38,travel,2025-08-29 09:03:55.983448,device_33,TX,0
user_14,36.65,mobile_recharge,2025-08-28 14:25:55.983456,device_7,SG,0
user_30,273.26,mobile_recharge,2025-08-28 23:45:55.983465,device_34,SG,0
